X_axis,0,,Y_axis,-21.43400054
,0.025,,,-21.2518133
,0.05,,,-20.77012938
,0.075,,,-19.72626024
,0.1,,,-17.87375238
,0.125,,,-15.08623028
,0.15,,,-11.40311135
,0.175,,,-7.088954738
,0.2,,,-2.55038135
,0.225,,,1.735774888
,0.25,,,5.364978963
,0.275,,,8.091468663
,0.3,,,9.884309225
,0.325,,,10.88462773
,0.35,,,11.3497436
,0.375,,,11.53949314
,0.4,,,11.65235133
,0.425,,,11.70608266
,0.45,,,11.78137663
,0.475,,,11.8696369
,0.5,,,11.95590555
,0.525,,,12.0281598
,0.55,,,12.08028855
,0.575,,,12.10020875
,0.6,,,12.09949815
,0.625,,,12.07640826
,0.65,,,12.043114
,0.675,,,12.01200483
,0.7,,,11.98597204
,0.725,,,11.96623021
,0.75,,,11.95453765
,0.775,,,11.94586319
,0.8,,,11.94032484
,0.825,,,11.92389931
,0.85,,,11.88804354
,0.875,,,11.81974519
,0.9,,,11.69829266
,0.925,,,11.52507491
,0.95,,,11.29996058
,0.975,,,11.0418567
,1,,,10.77683095
,1.025,,,10.52596459
,1.05,,,10.30582726
,1.075,,,10.12115063
,1.1,,,9.956713213
,1.125,,,9.8055008
,1.15,,,9.653085063
,1.175,,,9.491519625
,1.2,,,9.325416363
,1.225,,,9.169746438
,1.25,,,9.048388938
,1.275,,,8.974377475
,1.3,,,8.951752475
,1.325,,,8.985113725
,1.35,,,9.054555163
,1.375,,,9.143412038
,1.4,,,9.238520675
,1.425,,,9.320763025
,1.45,,,9.382827575
,1.475,,,9.416849988
,1.5,,,9.431825062
,1.525,,,9.435631437
,1.55,,,9.44376495
,1.575,,,9.4694036
,1.6,,,9.534845525
,1.625,,,9.642098513
,1.65,,,9.799554175
,1.675,,,9.986895288
,1.7,,,10.1905293
,1.725,,,10.3833254
,1.75,,,10.53733261
,1.775,,,10.6485876
,1.8,,,10.71664796
,1.825,,,10.74484345
,1.85,,,10.7401755
,1.875,,,10.71182298
,1.9,,,10.67266583
