X_axis,0,,Y_axis,-21.42719398
,0.025,,,-21.22919689
,0.05,,,-20.7102789
,0.075,,,-19.58889623
,0.1,,,-17.61099883
,0.125,,,-14.66141204
,0.15,,,-10.81873543
,0.175,,,-6.396968975
,0.2,,,-1.869978013
,0.225,,,2.2331305
,0.25,,,5.472705513
,0.275,,,7.606453138
,0.3,,,8.636849925
,0.325,,,8.777354088
,0.35,,,8.359277638
,0.375,,,7.720543025
,0.4,,,7.095416613
,0.425,,,6.523661238
,0.45,,,6.093206863
,0.475,,,5.783703487
,0.5,,,5.56855905
,0.525,,,5.421893925
,0.55,,,5.323658038
,0.575,,,5.25492005
,0.6,,,5.205053225
,0.625,,,5.164623463
,0.65,,,5.130011575
,0.675,,,5.098672
,0.7,,,5.0641197
,0.725,,,5.0230923
,0.75,,,4.972139213
,0.775,,,4.912479913
,0.8,,,4.847162775
,0.825,,,4.793121463
,0.85,,,4.758190888
,0.875,,,4.7487113
,0.9,,,4.766355125
,0.925,,,4.805413963
,0.95,,,4.855821825
,0.975,,,4.912026938
,1,,,4.9632797
,1.025,,,5.016137875
,1.05,,,5.077811113
,1.075,,,5.163335413
,1.1,,,5.284119038
,1.125,,,5.451482725
,1.15,,,5.667391588
,1.175,,,5.9278042
,1.2,,,6.213358875
,1.225,,,6.5101856
,1.25,,,6.800019363
,1.275,,,7.075577713
,1.3,,,7.325322013
,1.325,,,7.5453575
,1.35,,,7.744387313
,1.375,,,7.927325713
,1.4,,,8.093285188
,1.425,,,8.245129713
,1.45,,,8.376460625
,1.475,,,8.49022425
,1.5,,,8.5849165
,1.525,,,8.668427488
,1.55,,,8.748207463
,1.575,,,8.832325575
,1.6,,,8.917624075
,1.625,,,9.00967885
,1.65,,,9.109583988
,1.675,,,9.212777125
,1.7,,,9.311012663
,1.725,,,9.4003386
,1.75,,,9.478336
,1.775,,,9.532719088
,1.8,,,9.5607719
,1.825,,,9.558325163
,1.85,,,9.532995788
,1.875,,,9.498745913
,1.9,,,9.460928938
,1.925,,,9.430071788
,1.95,,,9.40566355
,1.975,,,9.389360775
,2,,,9.375308438
,2.025,,,9.356758588
,2.05,,,9.329152687
,2.075,,,9.2868387
,2.1,,,9.240765188
,2.125,,,9.200220575
,2.15,,,9.1665287
,2.175,,,9.143309513
,2.2,,,9.125959688
,2.225,,,9.1115313
,2.25,,,9.103701188
,2.275,,,9.1048946
,2.3,,,9.11761075
,2.325,,,9.154897238
,2.35,,,9.225662388
,2.375,,,9.343815263
,2.4,,,9.50341845
,2.425,,,9.69580945
,2.45,,,9.905317038
,2.475,,,10.12484785
,2.5,,,10.34813869
,2.525,,,10.57445621
,2.55,,,10.80492148
,2.575,,,11.0471634
,2.6,,,11.30588644
,2.625,,,11.5908625
,2.65,,,11.89943155
,2.675,,,12.22226149
,2.7,,,12.5423181
,2.725,,,12.83904894
,2.75,,,13.09346361
,2.775,,,13.2899802
,2.8,,,13.4190712
,2.825,,,13.48649391
,2.85,,,13.51458045
,2.875,,,13.52981611
,2.9,,,13.55168899
,2.925,,,13.59815184
,2.95,,,13.66158903
,2.975,,,13.73022115
,3,,,13.79198236
,3.025,,,13.83396976
,3.05,,,13.85415806
,3.075,,,13.85868674
,3.1,,,13.85915319
,3.125,,,13.86942679
,3.15,,,13.90819734
