0.29344-2.9842i,0.19532-1.9864i,0.27892-2.8365i,0.24974-2.5397i,0.20703-2.1054i,0.20514-2.0862i,0.12992-1.3212i,0.013422-0.13649i,0.16511-1.6791i,0.22627-2.3011i,0.18288-1.8598i,0.48203-4.902i,0.22726-2.3112i,0.20072-2.0413i,0.13004-1.3224i,0.16046-1.6318i,0.21151-2.151i,0.22611-2.2995i,0.19638-1.9971i,0.23307-2.3703i,0.21258-2.1618i,0.16304-1.658i,0.062239-0.63295i,0.057772-0.58751i,0.19361-1.969i,0.19022-1.9344i,0.24367-2.478i,0.21673-2.204i,0.25153-2.558i,0.12663-1.2877i,0.14691-1.494i,0.13141-1.3364i,0.53361-5.4265i,0.28173-2.8651i,0.20493-2.084i,0.097775-0.99433i,0.13004-1.3224i,0.15052-1.5307i,0.14888-1.514i,0,0.14179-1.442i,0.12663-1.2877i,0.13993-1.423i,0.23168-2.356i,0.18418-1.873i,0.14314-1.4557i,0.17191-1.7483i,0.055462-0.56403i,0.2297-2.336i,0.14228-1.4469i,0.1607-1.6342i,0.33347-3.3912i,0.18786-1.9105i,0.12974-1.3194i,0.21652-2.202i,0.15087-1.5343i,0.13514-1.3743i,0.20911-2.1265i,0.18418-1.873i,0.22134-2.251i,0.15937-1.6207i,0.16027-1.6299i,0.10119-1.029i,0.12853-1.3071i,0.21946-2.2319i,0.16639-1.6921i,0.20098-2.0439i,0.18483-1.8796i,0.15822-1.6091i,0.16998-1.7286i,0.11123-1.1311i,0.1498-1.5234i,0.27983-2.8457i,0.18865-1.9185i,0.22627-2.3011i,0.20168-2.051i,0.19258-1.9584i,0.1419-1.4431i,0.094824-0.96431i,0.093439-0.95024i,0.15268-1.5527i,0.22704-2.3089i,0.17796-1.8097i,0.13093-1.3315i,0.15303-1.5563i,0.15353-1.5614i,0.15233-1.5492i,0.094995-0.96606i,0.2645-2.6899i,0.27566-2.8034i,0.18924-1.9245i,0.17421-1.7717i,0.20374-2.072i,0.18021-1.8327i,0.12853-1.3071i,0.15363-1.5624i,0.11666-1.1864i,0.18928-1.9249i,0.13753-1.3986i,0.17068-1.7358i,0.17563-1.786i,0,0.12743-1.2959i,0.13748-1.3981i,0.13117-1.334i,0.21649-2.2016i,0.23551-2.395i,0.18034-1.8339i,0.50886-5.1749i,0.23842-2.4247i,0.18814-1.9133i,0.13832-1.4066i,0.21381-2.1744i,0.18292-1.8602i,0.206-2.0949i,0.2996-3.0467i,0.16657-1.694i,0.12105-1.231i,0,0.13276-1.3502i,0.17261-1.7554i,0.1559-1.5854i,0.20689-2.104i,0.19847-2.0184i,0.21398-2.1761i,0.19866-2.0203i,0.12157-1.2363i,0.095422-0.9704i,0.20486-2.0833i,0.11029-1.1216i,0.20646-2.0996i,0.16424-1.6703i,0.18133-1.844i,0.14862-1.5114i,0.040864-0.41556i,0.14363-1.4606i,0.14944-1.5198i,0.14255-1.4497i,0.16046-1.6318i,0.24411-2.4825i,0.27932-2.8406i,0.25224-2.5652i,0.20138-2.048i,0.15067-1.5322i,0.14618-1.4865i,0.13572-1.3802i,0.15288-1.5548i,0.19829-2.0165i,0.15614-1.5879i,0.054987-0.5592i,0,0,0.15133-1.5389i,0.3993-4.0607i,0.44285-4.5036i,0.22726-2.3112i,0.25891-2.633i,0.17033-1.7322i,0.14309-1.4552i,0.1202-1.2223i
27.145,30.187,42.315,39.724,42.76,26.004,11.035,12.634,16.744,30.896,28.216,86.087,32.152,23.237,15.148,19.367,37.911,52.291,26.573,25.064,37.108,33.043,15.138,16.892,31.335,30.084,33.831,33.781,28.576,26.087,19.177,14.027,104.25,47.833,23.167,22.817,19.75,30.435,26.747,12.55,18.912,18.76,22.664,41.466,17.286,21.478,13.253,10.404,32.17,40.509,25.425,51.282,24.517,22.388,36.648,30.057,28.925,31.611,28.577,30.514,29.29,24.047,18.685,18.075,33.875,30.088,26.114,46.895,32.87,19.841,19.004,35.387,49.375,28.514,31.406,37.25,28.612,20.988,19.753,19.31,32.688,28.639,36.686,27.006,28.963,23.166,20.225,12.47,41.895,40.716,34.46,29.383,28.338,21.026,20.153,21.055,32.664,36.818,22.869,22.498,22.529,7.868,10.539,6.3937,22.377,38.664,40.927,32.718,88.729,33.526,27.16,22.177,46.611,55.807,33.068,48.957,27.049,17.311,17.842,18.168,26.242,28.981,40.392,39.388,29.681,21.332,19.945,16.568,32.92,40.51,27.885,25.828,25.94,21.502,7.3939,7.91,23.965,31.957,30.309,41.115,44.814,30.351,22.98,16.441,26.691,35.97,23.329,27.514,26.327,18.186,9.2795,10.071,21.143,66.753,85.992,38.429,40.185,33.978,28.303,15.309
26.593,31.608,41.429,39.835,43.124,24.655,8.3318,14.05,17.414,30.772,27.939,85.807,32.421,23.734,15.947,19.026,38.179,52.294,28.39,24.805,37.763,33.178,16.288,16.124,31.792,29.678,34.496,33.068,29.536,25.22,19.284,13.605,104.54,48.17,22.823,22.857,19.349,30.668,26.782,12.875,18.441,18.974,23.114,41.092,16.22,21.725,13.004,10.355,31.91,40.406,24.901,51.867,24.555,22.212,35.938,30.05,28.62,31.471,28.339,30.475,29.742,24.189,17.703,18.193,33.783,29.256,26.217,46.97,32.321,20.249,19.133,35.131,49.114,29.352,30.971,37.36,29.104,21.217,20.477,18.963,32.32,28.651,36.404,27.129,29.709,22.686,20.436,12.442,41.699,40.999,34.333,29.93,27.897,22.498,21.168,22.076,32.834,36.4,22.59,22.199,22.305,7.405,11.032,5.68,22.623,39.222,40.891,32.491,89.214,34.05,27.775,22.578,47.699,54.796,33.272,49.119,26.437,16.636,18.206,18.901,25.614,29.113,40.351,39.648,30.468,21.404,19.918,17.044,32.896,41.545,27.926,27.101,25.112,21.164,9.5273,7.9661,24.807,31.95,30.995,41.467,45.162,30.237,23.343,17.157,25.357,36.148,21.321,27.537,25.771,18.466,8.5395,9.1703,21.12,67.38,85.476,37.806,40.481,33.717,29.007,15.147
26.468,32.152,40.395,39.643,43.495,24.071,6.2425,15.619,17.797,30.386,28.074,85.379,32.123,24.111,16.377,18.828,38.062,52.434,29.81,24.979,38.483,33.294,17.236,14.485,32.112,29.114,35.684,32.295,29.953,24.671,19.293,13.27,104.84,48.54,22.772,22.793,18.772,30.535,26.516,13.517,18.328,19.425,23.582,40.918,15.973,21.712,13.365,10.433,31.414,40.538,24.685,52.247,25.029,22.009,35.136,30.013,28.7,30.991,28.271,30.48,29.925,23.9,16.78,17.81,33.748,28.796,26.424,47.125,31.673,20.801,19.2,34.473,48.886,30.293,30.303,37.068,29.609,22.678,20.895,18.296,31.734,29.004,36.276,27.025,30.149,22.254,20.718,13.019,41.69,41.336,34.087,30.319,27.561,23.96,22.169,23.176,32.532,35.802,22.32,22.227,22.773,7.9295,11.566,4.9831,23.23,40.038,40.602,32.093,89.82,34.905,28.01,22.612,48.729,53.617,33.297,51.563,25.795,15.819,18.119,19.719,25.222,28.95,40.033,39.821,30.945,21.312,20.018,17.995,32.693,43.309,27.953,28.7,24.116,20.717,11.653,8.4701,25.4,32.066,31.918,41.807,45.598,29.915,23.449,17.967,23.878,35.747,19.422,27.78,24.921,19.178,8.0712,8.013,21.201,67.91,85.003,36.763,41.104,33.286,29.124,14.768
26.662,31.781,39.112,39.35,43.911,24.307,5.5184,16.878,17.826,29.898,28.425,84.983,31.445,24.338,16.337,18.677,37.702,52.637,30.871,25.426,39.204,33.563,18.124,12.452,32.185,28.43,36.769,31.612,29.888,24.556,19.301,13.011,104.98,48.813,23.31,22.625,18.331,30.188,26.071,14.543,18.493,19.777,23.912,41.012,16.763,21.547,14.329,10.89,30.905,40.893,24.798,52.46,25.92,21.64,34.379,29.876,28.98,30.132,28.427,30.68,29.716,23.152,16.316,17.121,33.735,28.95,26.773,47.264,31.094,21.295,19.132,33.495,48.719,31.182,29.597,36.493,30.131,24.833,21.225,17.4,31.162,29.613,36.352,26.64,30.111,21.914,20.711,14.121,41.694,41.62,33.598,30.579,27.506,24.931,23.124,24.013,31.679,35.128,22.005,22.602,23.548,9.4654,11.729,4.5327,23.84,40.968,40.104,31.559,90.616,36.11,28.168,22.066,49.632,52.448,32.963,55.834,25.179,15.24,17.684,20.418,24.985,28.489,39.521,39.802,31.029,20.85,20.073,18.861,32.268,45.688,27.881,30.488,23.283,20.423,13.302,8.7891,25.605,32.338,32.938,42.116,46.021,29.511,23.315,18.698,22.535,34.86,18.201,27.933,24.063,20.053,7.6896,6.7291,21.323,68.267,84.673,35.495,41.78,32.832,28.577,14.441
27.051,30.776,37.646,39.131,44.415,25.199,6.9371,17.536,17.562,29.318,28.819,84.772,30.694,24.4,15.848,18.506,37.256,52.847,31.543,26.057,39.834,34.019,19.004,10.458,32.232,27.798,37.25,31.159,29.606,24.769,19.457,12.778,104.96,48.904,24.228,22.392,18.377,29.706,25.628,15.627,18.77,19.966,23.971,41.465,18.33,21.339,15.618,11.713,30.633,41.44,25.08,52.582,26.929,21.044,33.7,29.687,29.284,29.075,28.718,31,29.191,22.093,16.525,16.666,33.715,29.657,27.114,47.426,30.676,21.587,19.025,32.34,48.672,31.893,29.072,35.864,30.692,26.79,21.471,16.398,30.705,30.423,36.781,26.013,29.755,21.637,20.189,15.443,41.546,41.763,32.888,30.828,27.69,25.297,23.907,24.437,30.309,34.45,21.557,23.131,24.06,11.797,11.757,4.0457,24.021,41.807,39.569,30.954,91.69,37.646,28.444,20.922,50.434,51.537,32.184,60.924,24.645,15.042,17.104,20.756,24.751,27.734,38.823,39.6,30.849,19.936,19.775,19.471,31.565,48.27,27.654,32.357,22.949,20.384,14.273,8.9945,25.453,32.72,34.097,42.327,46.282,29.405,23.003,19.059,21.663,33.721,17.981,27.892,23.398,20.698,7.6176,5.6376,21.348,68.446,84.51,34.35,42.29,32.478,27.524,14.386
27.544,29.352,36.062,39.119,44.97,26.512,9.4474,17.332,17.223,28.691,29.155,84.856,30.25,24.211,15.347,18.208,36.965,52.987,31.908,26.706,40.271,34.579,20.026,9.4436,32.357,27.375,37.02,30.999,29.275,25.173,19.787,12.479,104.79,48.782,25.176,22.209,18.993,29.214,25.221,16.392,18.973,19.982,23.933,42.138,20.108,21.319,16.796,12.802,30.774,42.017,25.35,52.737,27.644,20.325,33.133,29.578,29.398,28.05,29.09,31.467,28.446,21.003,17.365,16.892,33.562,30.698,27.353,47.536,30.538,21.609,18.791,31.118,48.75,32.358,28.784,35.384,31.281,28.061,21.574,15.351,30.561,31.325,37.609,25.282,29.263,21.562,19.388,16.701,41.337,41.68,32.013,31.171,28.021,25.144,24.342,24.232,28.682,33.792,20.98,23.637,24.144,14.407,11.992,3.9437,23.786,42.442,39.091,30.421,93.139,39.283,28.95,19.422,51.102,51.095,31.052,65.843,24.221,15.208,16.415,20.554,24.478,26.803,38.06,39.321,30.442,18.701,19.07,19.794,30.734,50.551,27.295,34.19,23.253,20.421,14.46,9.1114,25.243,33.234,35.509,42.507,46.188,29.659,22.708,19.138,21.444,32.662,18.607,27.682,23.205,21.035,8.2922,4.9598,21.323,68.436,84.477,33.62,42.51,32.176,26.127,14.7
28.14,27.821,34.459,39.296,45.51,28.077,11.866,16.268,17.169,27.959,29.389,85.293,30.253,23.749,15.184,17.676,36.986,53.054,31.992,27.412,40.478,35.119,21.119,9.8066,32.674,27.411,36.226,31.147,29.171,25.614,20.305,12.027,104.57,48.487,25.775,22.154,19.913,28.79,24.894,16.534,19.128,19.907,24.144,42.898,21.674,21.539,17.477,13.771,31.304,42.531,25.549,53.016,27.823,19.686,32.706,29.611,29.32,27.328,29.473,31.881,27.693,20.29,18.435,17.635,33.331,31.645,27.475,47.609,30.564,21.567,18.521,29.903,48.999,32.495,28.641,35.23,31.801,28.207,21.408,14.485,30.788,32.18,38.713,24.71,28.846,21.691,18.428,17.629,41.191,41.462,31.276,31.546,28.388,24.727,24.25,23.403,27.109,33.261,20.296,24.126,23.887,16.938,12.605,4.7039,23.194,42.742,38.754,30.063,94.926,40.812,29.586,17.869,51.621,51.167,29.774,69.775,23.885,15.636,15.674,19.803,24.298,26.01,37.306,39.135,29.966,17.543,18.057,19.921,29.922,52.061,26.956,35.831,24.099,20.4,13.977,9.1664,25.14,34.032,37.283,42.7,45.684,30.132,22.572,19.032,21.923,31.908,19.575,27.437,23.536,21.213,9.6283,5.2669,21.455,68.28,84.623,33.473,42.42,31.939,24.751,15.185
28.853,26.294,33.138,39.47,45.917,29.723,13.781,14.5,17.485,27.137,29.675,85.895,30.755,23.09,15.596,16.919,37.279,53.097,31.797,28.267,40.397,35.488,22.131,11.271,33.191,27.906,35.295,31.513,29.291,26.08,20.841,11.429,104.34,48.138,25.928,22.209,20.686,28.443,24.561,15.936,19.301,19.737,24.991,43.536,22.677,22.129,17.442,14.48,31.92,42.841,25.621,53.454,27.431,19.314,32.521,29.757,29.016,27.129,29.793,32.089,27.141,20.082,19.416,18.65,33.1,32.332,27.432,47.623,30.68,21.666,18.37,28.829,49.363,32.394,28.493,35.427,32.24,27.267,20.884,13.949,31.368,32.817,39.815,24.423,28.655,22.12,17.955,18.129,41.274,41.199,30.888,31.784,28.805,24.307,23.606,22.104,26.004,32.715,19.628,24.586,23.617,18.941,13.472,5.908,22.563,42.739,38.625,29.877,96.889,42.031,30.171,16.49,52.011,51.584,28.67,72.345,23.695,16.184,14.92,18.617,24.288,25.682,36.69,39.188,29.628,16.78,17.206,19.82,29.403,52.571,26.697,37.231,25.3,20.245,13.03,9.4199,25.197,35.01,39.458,42.955,44.825,30.629,22.609,19.092,22.981,31.527,20.699,27.388,24.229,21.513,11.246,6.0481,21.727,68.074,84.897,33.861,42.096,31.853,23.759,15.438
29.597,24.783,32.257,39.465,46.059,31.404,14.939,12.193,18.23,26.363,29.986,86.48,31.46,22.412,16.46,16.01,37.821,53.127,31.393,29.296,40.04,35.674,22.772,12.825,33.755,28.756,34.565,31.953,29.595,26.379,21.412,10.967,104.16,47.846,25.735,22.359,20.984,28.229,24.044,14.909,19.557,19.461,26.597,43.861,22.964,22.959,16.6,14.95,32.386,42.912,25.666,54.066,26.55,19.282,32.688,29.904,28.53,27.408,30.03,31.973,27.009,20.42,19.977,19.498,32.96,32.664,27.219,47.545,30.778,22.12,18.315,28.047,49.812,32.132,28.148,36.007,32.594,25.426,20.164,13.904,32.15,33.094,40.589,24.357,28.746,22.792,18.338,18.206,41.571,41.01,31.023,31.684,29.248,24.059,22.75,20.633,25.685,32.212,19.144,25.111,23.676,20.108,14.252,7.072,22.149,42.449,38.66,29.818,98.751,42.82,30.421,15.395,52.198,52.14,28.104,73.537,23.68,16.571,14.112,17.183,24.643,25.962,36.276,39.459,29.514,16.548,16.9,19.585,29.211,51.97,26.606,38.26,26.605,19.833,11.953,9.845,25.388,36.172,41.914,43.276,43.786,30.915,22.869,19.478,24.355,31.514,21.723,27.613,24.952,22.048,12.586,6.9634,22.289,67.88,85.267,34.522,41.719,32.079,23.175,15.237
30.197,23.446,31.929,39.196,45.912,33.107,15.494,9.5625,19.12,25.611,30.378,86.803,32.171,21.788,17.332,15.118,38.44,53.196,30.854,30.338,39.491,35.715,22.845,14.099,34.303,29.585,34.298,32.387,29.787,26.582,21.872,10.75,103.99,47.629,25.51,22.512,20.677,28.225,23.369,13.671,19.949,19.206,28.707,43.769,22.609,23.9,15.222,15.292,32.457,42.745,25.712,54.816,25.492,19.49,33.148,29.97,27.932,28.028,30.19,31.598,27.279,21.042,20.051,19.99,32.914,32.869,26.923,47.432,30.803,22.793,18.324,27.667,50.212,31.883,27.601,36.911,32.853,23.192,19.47,14.275,32.979,32.868,40.872,24.3,29.085,23.619,19.583,18.041,42.116,40.984,31.554,31.2,29.812,23.826,21.929,19.507,26.163,31.611,18.881,25.769,23.939,20.315,14.526,7.9389,22.197,41.905,38.775,29.742,100.24,43.12,30.308,14.43,52.191,52.635,28.155,73.622,23.786,16.774,13.194,15.779,25.357,26.851,36.143,39.824,29.635,16.735,17.427,19.167,29.283,50.436,26.533,38.954,27.858,19.205,11.287,10.464,25.434,37.406,44.395,43.514,42.888,30.948,23.227,20.269,25.772,31.834,22.659,27.959,25.426,22.788,13.399,7.668,22.915,67.798,85.646,35.114,41.41,32.795,23.013,14.48
30.43,22.657,32.172,38.749,45.546,34.837,15.765,7.0035,19.837,25.041,30.711,86.727,32.655,21.376,17.905,14.607,39.038,53.214,30.303,31.297,38.82,35.736,22.225,14.68,34.682,30.184,34.371,32.711,29.707,26.693,22.158,10.847,103.82,47.462,25.515,22.572,19.895,28.388,22.392,12.793,20.337,19.075,30.982,43.321,21.898,24.712,13.684,15.758,31.959,42.48,25.743,55.704,24.595,19.623,33.805,29.806,27.402,28.678,30.249,31.074,27.961,21.643,19.619,20.138,32.963,33.062,26.695,47.318,30.809,23.444,18.385,27.837,50.45,31.726,26.94,38.153,32.996,21.034,19.171,14.87,33.602,32.241,40.655,24.059,29.514,24.447,21.169,17.741,42.598,41.142,32.301,30.365,30.414,23.501,21.517,18.977,27.31,31.018,18.905,26.487,24.069,19.76,14.214,8.2936,22.634,41.188,38.903,29.593,101.19,42.95,29.719,13.514,51.926,52.93,28.853,72.967,23.923,16.736,12.335,14.717,26.254,27.999,36.24,40.158,30.012,16.907,18.348,18.606,29.506,48.079,26.473,39.261,28.843,18.467,11.397,11.211,25.222,38.613,46.559,43.553,42.401,30.778,23.527,21.226,27.076,32.39,23.454,28.22,25.404,23.44,13.462,8.0819,23.544,67.852,85.872,35.527,41.269,33.973,23.102,13.544
30.1,22.706,32.846,38.349,45.158,36.454,16.317,4.7754,20.318,24.656,30.879,86.143,32.895,21.103,17.963,14.648,39.412,53.15,29.755,31.959,38.204,35.786,20.93,14.617,34.795,30.266,34.595,32.981,29.303,26.771,22.061,11.336,103.64,47.258,25.744,22.477,19.023,28.715,21.254,12.625,20.572,19.231,32.983,42.684,21.272,25.208,12.536,16.371,31.026,42.185,25.675,56.664,24.056,19.59,34.422,29.403,27.106,29.144,30.199,30.68,28.789,22.013,18.928,20.163,32.939,33.378,26.635,47.306,30.715,23.694,18.333,28.496,50.433,31.788,26.381,39.552,33.079,19.44,19.464,15.503,33.945,31.334,40.08,23.552,29.882,25.264,22.573,17.465,42.893,41.38,33.076,29.369,31.008,23.006,21.464,19.117,28.732,30.417,19.118,27.164,23.693,18.651,13.36,8.1325,23.42,40.436,38.973,29.338,101.52,42.468,28.899,12.445,51.292,53.078,30.021,71.898,23.988,16.543,11.775,14.078,27.165,29.126,36.499,40.293,30.427,16.734,19.389,18.196,29.756,45.135,26.445,39.249,29.345,17.645,12.114,11.95,24.773,39.725,48.235,43.337,42.528,30.5,23.569,22.093,28.108,33.165,24.087,28.238,24.861,23.652,12.976,8.3238,23.982,68.058,85.915,35.682,41.282,35.46,23.401,12.969
29.216,23.758,33.887,38.123,44.989,37.998,17.288,3.7147,20.389,24.439,30.768,85.088,32.887,20.935,17.487,15.155,39.483,52.92,29.272,32.232,37.648,35.982,19.136,13.985,34.528,29.815,34.758,33.24,28.643,26.737,21.61,12.079,103.51,46.919,25.943,22.251,18.481,29.081,20.199,13.1,20.42,19.563,34.331,42.11,21.162,25.263,12.119,16.931,29.967,41.924,25.49,57.614,23.758,19.486,34.906,28.904,27.206,29.447,30.079,30.486,29.652,22.007,18.358,20.24,32.789,33.721,26.815,47.42,30.522,23.427,18.128,29.469,50.233,31.952,26.105,40.898,33.083,18.56,19.974,16.06,33.928,30.442,39.423,22.855,30.057,25.963,23.373,17.175,43.001,41.508,33.675,28.607,31.439,22.445,21.553,19.708,30.076,29.938,19.304,27.898,22.617,17.395,12.364,7.5887,24.392,39.755,38.943,29.083,101.28,41.926,27.976,11.492,50.321,53.044,31.616,70.593,23.901,16.475,11.808,14.169,27.865,29.947,36.799,40.172,30.675,16.203,20.126,18.088,29.986,41.685,26.598,38.863,29.306,16.949,12.931,12.565,24.163,40.683,49.307,42.883,43.181,30.217,23.247,22.775,28.769,34.085,24.505,27.999,23.885,23.244,12.193,8.6802,24.151,68.366,85.774,35.637,41.289,36.905,23.774,13.288
28.011,25.456,35.227,38.123,45.178,39.198,18.593,4.99,20.121,24.432,30.395,83.664,32.633,21.007,16.678,15.829,39.281,52.605,28.919,32.146,37.266,36.244,17.234,13.022,33.771,29.035,34.855,33.441,27.954,26.7,20.68,13.07,103.45,46.449,25.822,21.938,18.426,29.287,19.525,13.798,19.84,20.064,34.913,41.737,21.605,24.876,12.453,17.203,29.113,41.769,25.226,58.487,23.628,19.392,35.201,28.424,27.787,29.614,29.948,30.419,30.422,21.773,18.127,20.293,32.478,33.853,27.197,47.698,30.134,22.741,17.744,30.432,49.935,32.168,26.235,41.905,33.1,18.586,20.43,16.579,33.694,29.844,38.95,22.202,29.949,26.548,23.408,16.898,42.969,41.486,34.043,28.339,31.566,22.013,21.458,20.524,31.059,29.614,19.466,28.702,21.044,16.462,11.713,6.8668,25.364,39.353,38.907,28.823,100.49,41.546,27.224,10.806,48.975,52.941,33.543,69.247,23.637,16.72,12.584,14.606,28.166,30.37,37,39.836,30.536,15.554,20.503,18.357,30.246,38.028,26.903,38.052,28.731,16.619,13.327,12.981,23.678,41.47,49.822,42.281,44.065,29.986,22.421,23.155,29.025,34.988,24.675,27.583,22.781,22.128,11.662,9.1912,24.082,68.819,85.521,35.352,41.132,38.09,24.287,14.587
26.887,27.193,36.909,38.258,45.733,39.948,19.649,7.2323,19.812,24.633,29.843,82.061,32.148,21.294,15.781,16.134,38.931,52.367,28.788,31.839,37.088,36.448,15.741,12.175,32.512,28.11,34.893,33.557,27.47,26.65,19.54,14.163,103.5,45.911,25.211,21.67,18.799,29.322,19.553,14.234,18.876,20.419,34.694,41.665,22.349,24.136,13.019,16.93,28.846,41.802,25.083,59.185,23.394,19.535,35.429,28.135,28.585,29.791,29.87,30.374,31.05,21.468,18.386,20.173,32.074,33.614,27.689,48.047,29.532,21.884,17.457,31.175,49.647,32.304,26.835,42.368,33.095,19.368,20.461,17.114,33.382,29.586,38.871,21.873,29.577,27.004,22.709,16.717,42.912,41.266,34.225,28.629,31.374,21.859,21.036,21.435,31.55,29.514,19.523,29.568,19.625,16.064,11.95,6.293,26.116,39.291,38.913,28.654,99.18,41.469,26.777,10.693,47.458,52.722,35.683,68.05,23.27,17.381,13.714,15.284,27.923,30.424,37.097,39.314,30.042,15.201,20.772,18.882,30.547,34.352,27.295,36.876,27.807,16.768,13.041,13.126,23.555,42.033,50.033,41.685,44.915,29.801,21.29,23.249,28.88,35.751,24.482,27.178,21.897,20.649,11.576,10.101,23.668,69.398,85.258,34.869,40.799,38.805,24.635,16.218
26.219,28.317,38.998,38.348,46.493,40.233,20.148,9.3309,19.609,25.067,29.354,80.51,31.466,21.918,15.301,16.004,38.614,52.387,28.946,31.513,37.038,36.498,15.003,11.717,30.897,27.206,34.924,33.513,27.29,26.722,18.348,15.178,103.66,45.443,24.161,21.601,19.326,29.203,20.182,14.101,17.714,20.576,33.941,41.79,22.931,23.29,13.585,16.11,29.203,42.06,25.237,59.659,23.058,19.945,35.643,28.034,29.412,30.083,29.88,30.16,31.519,21.323,19.002,19.821,31.643,33.05,28.053,48.494,28.763,21.353,17.504,31.549,49.469,32.352,27.641,42.197,33.101,20.666,19.992,17.508,33.212,29.624,39.078,22.029,29.083,27.329,21.59,16.688,42.935,40.876,34.355,29.276,30.976,22.02,20.38,22.41,31.559,29.623,19.736,30.412,18.916,16.098,12.993,5.9817,26.616,39.56,38.979,28.588,97.441,41.694,26.633,11.225,45.983,52.438,37.769,67.227,22.958,18.329,14.766,15.789,27.199,30.184,36.965,38.742,29.311,15.63,21.193,19.283,30.82,31.155,27.689,35.479,26.916,17.327,12.21,12.993,23.811,42.32,50.202,41.148,45.447,29.647,20.125,23.071,28.392,36.345,24.077,26.998,21.534,19.14,11.865,11.386,23.055,70.053,85.082,34.082,40.451,39.002,24.69,17.569
26.172,28.559,41.314,38.387,47.2,40.125,19.963,11.033,19.714,25.672,29.125,79.269,30.576,22.843,15.281,15.44,38.413,52.822,29.427,31.337,37.188,36.353,15.073,11.782,29.245,26.472,35.087,33.177,27.457,26.87,17.524,16.014,103.91,45.141,22.92,21.763,19.747,28.991,21.046,13.36,16.716,20.558,33.016,42.01,23.094,22.554,13.861,14.949,30.049,42.604,25.846,59.917,22.71,20.528,35.824,28.17,30.004,30.501,30.022,29.732,31.84,21.556,19.791,19.197,31.302,32.317,28.374,48.919,27.973,21.504,17.865,31.548,49.434,32.237,28.475,41.464,32.958,22.237,19.18,17.705,33.189,29.771,39.489,22.519,28.717,27.562,20.574,16.891,42.979,40.348,34.578,29.96,30.403,22.476,19.813,23.474,31.254,29.926,20.209,31.053,19.527,16.451,14.409,5.9182,26.766,39.999,39.152,28.65,95.393,42.061,26.683,11.96,44.933,52.073,39.521,66.857,22.871,19.215,15.278,15.775,26.067,29.668,36.644,38.236,28.697,16.8,21.748,19.22,31.045,28.858,28.064,34.053,26.267,18.218,11.172,12.591,24.273,42.382,50.488,40.82,45.512,29.555,19.365,22.559,27.692,36.708,23.572,27.148,21.789,18.159,12.412,12.984,22.333,70.701,84.999,33.226,40.241,38.691,24.392,18.454
26.507,27.844,43.671,38.409,47.67,39.869,19.351,12.039,20.192,26.325,29.306,78.557,29.638,23.773,15.695,14.735,38.274,53.628,30.124,31.452,37.449,36.092,15.655,12.259,27.971,25.941,35.295,32.515,27.893,27.202,17.229,16.75,104.1,45.046,21.89,22.061,19.918,28.825,21.809,12.149,16.239,20.587,32.354,42.172,22.741,22.139,14.031,13.779,30.971,43.303,26.763,59.95,22.604,21.091,35.958,28.382,30.284,30.923,30.217,29.203,32.073,22.172,20.383,18.536,31.182,31.647,28.574,49.259,27.217,22.305,18.604,31.134,49.536,32.016,29.246,40.4,32.607,23.728,18.536,17.626,33.219,29.793,39.761,23.271,28.603,27.742,20.165,17.336,42.993,39.8,34.852,30.407,29.956,22.983,19.621,24.431,30.885,30.231,21.029,31.337,21.072,17.016,15.585,5.8442,26.706,40.355,39.487,28.752,93.238,42.429,26.898,12.763,44.598,51.602,40.714,66.994,23.232,19.644,15.076,15.263,24.946,28.875,36.179,37.989,28.452,18.278,22.188,18.574,31.145,27.854,28.47,32.883,26.002,18.92,10.724,11.991,24.685,42.337,50.811,40.708,45.217,29.485,19.311,21.603,26.918,36.918,23.131,27.731,22.586,17.848,12.915,14.826,21.744,71.164,84.992,32.461,40.345,37.931,23.955,18.803
26.899,26.529,45.755,38.491,47.79,39.73,18.701,12.382,20.851,26.818,29.853,78.378,28.8,24.375,16.28,14.311,38.027,54.494,30.844,31.89,37.687,35.862,16.455,12.803,27.319,25.626,35.533,31.522,28.533,27.568,17.718,17.421,104.23,45.102,21.42,22.298,19.81,28.771,22.258,10.861,16.448,20.847,32.33,42.262,21.977,22.011,14.22,12.987,31.658,44.076,27.74,59.849,22.904,21.591,35.898,28.566,30.319,31.244,30.434,28.799,32.294,23.052,20.599,18.214,31.37,31.284,28.721,49.526,26.442,23.59,19.568,30.586,49.739,31.674,29.869,39.314,31.986,24.839,18.557,17.339,33.142,29.591,39.833,24.128,28.769,27.826,20.531,17.845,42.9,39.352,35,30.61,29.68,23.402,19.832,25.076,30.606,30.509,22.271,31.316,22.972,17.819,16.225,5.9599,26.582,40.53,39.941,28.9,91.198,42.728,27.046,13.451,44.996,51.046,41.238,67.594,24.072,19.524,14.063,14.071,24.102,27.91,35.751,37.97,28.657,19.618,22.281,17.442,31.127,28.102,28.985,32.079,25.914,19.465,11.206,11.298,24.777,42.321,50.95,40.888,44.709,29.465,19.842,20.234,26.184,36.963,22.875,28.554,23.667,18.118,13.497,16.545,21.35,71.437,84.948,32.095,40.758,36.865,23.686,18.702
