2.7419,-4.6677,-1.5487,-7.0741,7.5041,-2.179,6.2752,0.29435,-1.9292,-0.47615,0.049053,-3.6576,-8.4045,-14.089,12.108,2.3077,-3.7169,-6.9507,-0.74009,16.638,9.3046,-5.9036,-0.8251,-2.7444,-3.3529,-1.2479,-6.3038,0.28647,-0.5525,-7.1625,-3.9085,0.45428,-13.948,-0.79171,24.224,-5.3138,5.0197,4.2232,-7.8294,-0.47823,-10.528,-3.562,-4.1609,-1.7594,5.1134,0.6112,-5.836,1.3448,-9.4857,-2.8427,4.0412,-6.5402,11.653,-6.7123,4.3653,-0.21512,-4.6063,-3.2785,-18.604,-8.4677,1.8751,-4.8676,1.0784,2.8852,-1.8297,-4.1572,-1.2005,-15.956,8.1982,-6.6468,-0.70796,0.35081,-0.3059,-12.289,-8.4321,-1.1859,-4.9418,-4.5224,2.215,5.8594,3.1402,-3.278,-0.67569,-5.9698,-4.3111,3.7235,-0.45102,0.40588,-7.27,-1.2611,1.6345,-0.51234,1.3474,1.8689,1.353,3.101
2.7149,-3.3064,-0.21855,-4.6582,6.652,-1.3839,5.3074,0.31573,-1.4951,0.31562,0.095301,0.98286,-6.2727,-9.6372,9.15,1.6831,-2.2687,-1.7637,-0.13191,12.762,8.2137,-4.1691,-0.009077,-1.8296,-1.8835,-0.4446,-4.5502,0.75658,0.47283,-5.1945,-2.8607,0.27905,-7.6302,-0.19707,19.341,-2.8974,4.1715,3.9008,-5.6942,-0.048821,-6.5601,-2.0973,-3.1282,-0.48193,3.7873,0.38725,-4.3357,0.93497,-6.7268,-0.70264,3.3639,-2.8729,9.4137,-5.0403,4.1307,0.17326,-3.4623,-1.9387,-13.368,-6.1294,1.6187,-3.5132,0.82652,2.3126,-0.54985,-2.554,0.029676,-11.761,6.8958,-4.888,0.29186,0.44756,1.6916,-8.2743,-5.1095,-0.77439,-3.4643,-2.6693,1.9404,5.4291,2.9336,-2.6292,0.0018675,-4.3787,1.4443,2.9213,-0.2624,0.22686,-4.5683,0.85862,1.9409,0.8788,2.0355,1.2161,0.93298,2.7258
2.6082,-2.5781,0,-3.4598,5.5639,-0.94531,4.4532,0.36079,-1.2108,0.44293,0,2.0567,-4.8198,-6.6962,7.125,1.2799,-1.7432,-0.11584,0,9.9763,6.9122,-3.1583,0.42846,-1.1913,-1.118,-0.14588,-3.5505,0.77462,0.71027,-3.9728,-2.2199,0.23567,-5.1866,0,15.525,-1.5799,3.4198,3.3058,-4.2403,0.14587,-4.3715,-1.354,-2.3742,0,2.9207,0.315,-3.2664,0.71579,-5.1431,0.24488,2.6734,-1.0467,7.5768,-3.9157,3.5891,0.23964,-2.786,-1.3021,-10.059,-4.7355,1.2937,-2.6656,0.648,1.86,0,-1.794,0.25448,-9.0984,5.6177,-3.6471,0.79224,0.3811,2.1385,-5.8647,-3.4112,-0.59803,-2.6105,-1.6207,1.6847,4.7955,2.4073,-2.2262,0.18111,-3.3706,2.7503,2.298,-0.21405,0.19863,-3.1967,1.7738,1.9993,1.353,2.3746,0.89724,0.70056,2.2928
2.9737,-0.42156,1.5071,0.31661,4.1172,0.18527,2.8053,0.51902,-0.5199,1.5199,0.13479,8.5712,-1.4975,0.13112,2.5545,0.32811,0.38296,7.3556,0.62093,4.0065,4.964,-0.52272,1.5847,0.22435,1.0487,0.95836,-0.8102,1.4567,1.9598,-0.9615,-0.62898,-0.091029,4.0512,0.62248,7.6932,2.0573,1.9785,2.7102,-0.92684,0.69691,1.6679,0.82691,-0.71582,1.1205,0.84118,0,-0.8977,0.1109,-0.9721,3.3574,1.5882,4.2285,3.9328,-1.3221,3.0242,0.71807,-1.0375,0.62783,-1.94,-1.1295,0.82185,-0.58941,0.2027,0.84965,1.3092,0.57966,1.9686,-2.5602,3.4688,-0.82453,2.1709,0.42325,4.9202,0.24734,1.525,-0.023376,-0.37194,1.1582,1.0752,3.8763,1.9619,-1.2971,1.1509,-0.94319,11.106,1.0462,0.048637,0,0.99033,4.6615,2.5755,3.3309,3.4892,0.0089179,0.088912,1.6377
3.1133,0.073615,0.53925,0.98775,2.1348,0.4195,1.4921,0.71537,-0.20835,0.99703,-0.025243,6.5426,0.11743,2.973,0.4818,0,0.30064,6.2128,0.19357,0.97308,2.6129,0.30551,1.7477,0.89706,1.4183,0.84301,0.013211,1.0327,1.3516,0.12877,-0.048748,0,3.9574,0.32758,2.8061,2.8047,0.85915,1.4938,0.65061,0.69122,3.1733,1.1994,0.27155,0.30245,0.0029278,0.11249,0.32121,0,0.22725,3.443,0.55796,4.7679,1.4654,-0.13856,1.7748,0.45948,-0.41607,0.83696,1.2059,0.049332,0.26585,0.21873,0.0054806,0.2398,0.84913,0.83681,1.3188,0.16737,1.5126,0.66193,2.2457,0.12165,3.9167,2.1832,2.3778,0.022352,0.27973,1.8427,0.56535,2.5131,0.8344,-0.9359,0.9043,-0.01281,8.5914,0.2992,0.019328,0.20325,1.78,4.5575,2.5857,3.023,3.7694,0,0,0.84257
3.4762,0.02053,0,0.53215,0.62629,0.25902,0.58771,1.0121,-0.026672,0.23845,0,2.4145,0.80694,3.4469,0,0.062774,-0.165,2.5401,0,0,0.80533,0.28969,1.4179,1.0645,0.98932,0.3487,0.059504,0.3871,0.38822,0.26995,0.036532,0.33846,1.2785,-0.033548,0.42123,2.2551,0.18851,0.45789,1.2109,0.42838,2.5054,0.7942,0.89374,-0.6826,0,0.3903,0.82709,0.18451,0.19273,2.2707,-0.016197,3.2773,0.19332,0.28046,0.61944,0.094222,-0.25127,0.3969,1.702,0.13963,0,0.33691,0,0,-0.0066962,0.36546,0.30589,1.2547,0.28972,1.3762,1.6949,-0.092358,1.836,2.0543,1.5235,0,0.23201,1.4939,0.17647,1.2396,0.020866,-0.82806,0.34577,0.16409,3.3415,0,0,0.64964,1.1788,3.1449,2.4714,1.8279,3.6588,0.46856,0.24829,0.24247
4.1232,0,0.51268,0.052977,0,0.053274,0.10471,1.3759,0.15391,0,0.45837,0,1.1273,2.7269,0.42864,0.34709,0,0,0.20595,0.32021,0,0.07716,0.9217,0.92082,0.40337,-0.012799,0,0,0,0.10901,-0.0096828,0.86025,0,0,0,1.3561,0,0,1.258,0.14254,1.2504,0.27657,1.3715,-0.88361,0.50365,0.70268,0.93554,0.51282,0,0.97187,0,1.4654,0,0.36617,0,0,-0.10815,-0.00029555,1.1142,-0.052903,0.19693,0.19158,0.16325,0.11311,-0.41199,0,0,2.0058,0,1.7062,0.9656,0,0.307,1.2175,0.48016,0.18766,0.044142,0.81741,-0.034371,0.36081,0,-0.74985,0,0.075265,0,0.054713,0.15417,1.1934,0.3991,1.5451,2.4965,0.65873,3.4997,1.114,0.69539,-0.027142
4.8707,0.16546,2.9486,0,0.19582,0,0,1.7301,0.3633,0.52396,1.2377,0.7082,1.3845,1.6255,1.2393,0.6997,1.0764,0.059704,1.3339,1.2617,0.22665,0,0.46253,0.62578,0.027243,0,0.12706,0.030046,0.56277,0,0,1.5191,1.6066,0.17434,0.93377,0.59116,0.23459,0.19345,1.0975,0,0.30063,0,1.8315,0,1.2369,0.97725,0.84245,0.88288,0.1848,0.14951,0.51086,0.26071,0.63509,0.35433,0.035649,0.30697,0.20725,0,0.39979,-0.15129,0.82887,0.041669,0.47436,0.54166,0,0.10269,0.68456,2.9355,0.55356,1.8854,0.33984,0.43193,0,0.43021,0,0.65026,0,0.24747,0,0,0.81161,-0.57222,0.072095,-0.011419,0.21621,0.31766,0.49911,1.6802,0,0.41417,2.7344,0,3.4853,1.7124,1.2091,0
5.418,0.44418,6.4416,0.35132,0.90994,0.16451,0.19129,1.9929,0.57128,1.6785,2.13,4.129,1.6753,0.65395,2.0435,0.98206,2.8036,2.5342,3.0286,2.2479,1.2395,0.14425,0.13757,0.31292,0,0.39733,0.45926,0.38552,2.01,0.085032,0.12849,2.2457,5.6738,0.72088,2.584,0.13174,0.75718,0.86554,0.87372,0.074045,0,0.062025,2.2919,0.51182,1.9634,1.1817,0.67392,1.2132,0.84199,0,1.2812,0,1.7635,0.33342,0.61254,0.95147,0.67982,0.44391,0,-0.089394,1.7186,0,0.89301,1.1951,0.69711,0.68424,2.0553,3.9651,1.6462,2.0119,-0.009089,1.1045,0.87668,0.01449,0.24955,1.2896,0.16294,0,0.31638,0.11995,2.1803,-0.28833,0.51217,0,3.4516,0.63443,0.9498,1.9789,0.07368,0,3.1093,-0.014798,3.667,2.1063,1.6726,0.2334
5.5156,0.67808,9.7036,0.84915,1.7659,0.503,0.58089,2.1058,0.71129,3.1004,2.8636,8.7497,1.9418,0.082835,2.5939,1.1023,4.63,6.2005,4.7249,2.8619,2.627,0.43735,0,0.084488,0.29102,1.0236,0.86726,0.84452,3.9237,0.3547,0.34351,2.9324,10.674,1.3783,4.3613,0,1.4005,1.7343,0.63647,0.34286,0.2825,0.39839,2.6867,1.498,2.5024,1.2843,0.48702,1.47,1.7733,0.43033,2.0098,0.60807,2.9928,0.29763,1.4704,1.7392,1.1788,1.178,-0.001489,0.03284,2.5979,0.056829,1.3373,1.9341,2.0281,1.5196,3.4909,4.7138,2.8766,2.0858,0,1.8679,2.4566,0,1.0253,1.9079,0.48407,0.13575,0.89306,0.59678,3.6644,0.033913,1.1276,0.11195,7.996,0.86834,1.3494,2.0054,0.44558,0.26676,3.4472,0.48347,3.9823,2.2314,1.9997,0.57393
