-2.8515,0.87039,-2.8747,-1.8365,-4.2047,0.44552,-3.787,-2.4281,-0.0013161,0.94358,-3.4463,3.8419,1.2711,0.42939,5.1364,1.7597,1.361,-1.0744,0.217,0.030973,-1.5556,0.31197,1.4115,-3.3848,-0.47963,0.083143,4.8935,0.30189,-5.5082,0.28975,3.0505,1.0338,0.76075,0.65887,3.9547,0.6056,-0.641,0.28629,1.5781,-5.8958,2.5217,0.33615,0.057457,-2.0073,-0.17122,-0.10961,0.81742,2.9131,0.32583,0.14145,-2.8924,-7.179,-1.5472,2.0803,0.39734,-2.5142,-1.9963,2.6161,2.4176,0.55354,4.6342,0.78538,-0.098493,2.2487,-0.0086464,1.66,-1.6719,0.56358,0.22864,4.8097,-1.7281,-0.53216,-1.6458,-3.2399,0.17285,1.1163,3.0115,-3.3894,-6.4407,-0.68644,-2.7324,-0.33145,-4.0506,-2.453,3.4101,-1.7034,-0.9593,-0.81339,0.2161,4.0924,-3.7907,-1.3456,0.078051,0.10583,1.9696,0.16819,4.1916,2.1485,-4.2493,-3.1503,-6.292,2.2049,0.081962,-4.6003,-1.3158,1.7529,0.3717,0.17101,1.5192,-2.8034,2.5639,5.361,0.25002,-1.6766,0.21176,0.55892,0.51458,3.3655,-2.495,-0.0022902,0.20003,5.9024,-2.2519,-0.61441,0.31693,-2.5077,-1.3099,3.9739,-1.9508,0.59741,-2.2102,-3.464,1.3749,2.4138,2.2639,0.36831,1.8701,4.6891,-0.72937,-1.2403,-4.5427,0.039925,1.4387,1.7159,-4.7099,-0.28966,3.7708,4.9109,-6.5067,0.5861,0.43832,3.1323,0.38224,3.1781,-2.5101,1.4906,0.2981,-0.98057,0.025633,4.264
-2.5083,1.0264,-2.6491,-1.6413,-3.6828,0.4188,-3.3593,-2.1798,-0.043249,0.81506,-2.9113,3.4945,1.1273,0.26613,4.6897,1.5986,1.3489,-0.91416,0.15799,0.00034449,-1.4706,0.042021,1.3593,-3.1619,-0.39922,0.16338,4.4574,0.31581,-4.8947,0.085218,2.9213,1.0114,0.71906,0.63091,3.5869,0.61505,-0.60622,0.37529,1.6117,-5.3734,2.4388,0.28004,-0.016617,-1.5737,-0.12724,-0.039743,0.757,2.5071,0.38297,0.2331,-2.6053,-6.6251,-1.2872,1.9509,0.26056,-2.1051,-1.7815,2.5669,2.225,0.50156,4.2361,0.74857,-0.046783,1.9103,0.029626,1.567,-1.6348,0.60091,0.22876,4.3272,-1.6094,-0.14447,-1.4987,-2.8289,0.066373,1.0911,2.8142,-2.8881,-5.9152,-0.65204,-2.4667,-0.22544,-3.6571,-2.1327,3.0236,-1.5861,-0.87923,-0.7752,0.18754,3.6601,-3.2332,-0.99383,-0.0042959,0.33012,1.8536,0.039604,3.8288,2.0135,-4.054,-2.8004,-5.7857,2.0799,0.0088651,-4.2905,-1.2163,1.524,0.41656,0.040637,1.3286,-2.3848,2.6212,4.7966,0.41417,-1.4833,0.026013,0.58204,0.5042,2.9178,-2.1352,0.34475,0.41908,5.409,-1.9018,-0.55088,0.31519,-2.2961,-1.2285,3.6261,-1.778,0.57085,-2.0295,-3.16,1.3571,2.3482,2.2396,0.28937,1.7266,4.3105,-0.67981,-1.0825,-4.0177,0.10429,1.3701,1.5721,-4.3005,-0.045964,3.4164,4.6461,-6.1075,0.45914,0.46036,3.0956,0.25483,2.822,-2.0994,1.3139,0.31375,-0.87812,0.12287,4.0069
-2.3401,1.1778,-2.486,-1.5206,-3.3593,0.43605,-3.0035,-1.8542,-0.047417,0.74709,-2.5327,3.2936,1.0273,0.1282,4.4173,1.4779,1.3446,-0.8096,0.088004,-0.012384,-1.4441,-0.087699,1.356,-2.9368,-0.28891,0.27907,4.1854,0.33519,-4.5097,0,2.7862,0.99756,0.69382,0.61642,3.3557,0.61854,-0.60579,0.33827,1.6,-4.958,2.4185,0.18645,0,-1.3689,-0.016507,0.0070942,0.65731,2.1772,0.41628,0.26297,-2.4519,-6.3484,-1.0713,1.9178,0.11056,-1.8606,-1.567,2.5621,2.1319,0.3423,3.9277,0.77655,-0.040345,1.6934,0.024692,1.4836,-1.5057,0.65928,0.20354,3.9405,-1.5344,0.11128,-1.4268,-2.5189,0,1.1332,2.7268,-2.5957,-5.6605,-0.68684,-2.2557,-0.091699,-3.374,-1.9152,2.7872,-1.483,-0.80729,-0.68356,0.13526,3.4478,-2.8046,-0.73569,-0.042207,0.43741,1.7333,0,3.5841,1.9263,-4.0193,-2.5839,-5.4111,2.0303,0,-3.9411,-1.1657,1.4047,0.43493,0,1.1928,-2.0558,2.6836,4.3707,0.59516,-1.3583,-0.067514,0.53994,0.4013,2.5924,-1.8265,0.56766,0.55434,5.1009,-1.6743,-0.51444,0.26462,-2.1352,-1.0583,3.4696,-1.6132,0.5298,-1.875,-3.0183,1.1729,2.2217,2.1502,0.16401,1.633,4.0299,-0.64929,-0.96274,-3.6298,0.15796,1.3496,1.4429,-4.0419,0.10443,3.2671,4.5038,-5.9249,0.33264,0.43488,2.8191,0.10876,2.6228,-1.7779,1.1975,0.25978,-0.80794,0.24926,3.91
-2.2464,1.2583,-2.3362,-1.4359,-3.1569,0.49795,-2.6875,-1.4998,0,0.71562,-2.2882,3.1738,0.95424,0.032632,4.2309,1.3921,1.318,-0.74622,0.029941,0,-1.4208,-0.092485,1.3436,-2.6527,-0.1629,0.39166,4.0082,0.33913,-4.2612,0.012957,2.6056,0.9851,0.68361,0.59565,3.1875,0.58672,-0.60067,0.22747,1.5215,-4.6052,2.3965,0.088114,0.08959,-1.3003,0.12322,0.014951,0.52566,1.9088,0.42194,0.24901,-2.3506,-6.1889,-0.87987,1.9214,0,-1.7268,-1.3521,2.5366,2.0757,0.15545,3.6392,0.80617,-0.035541,1.5653,0.0047353,1.3841,-1.2846,0.72175,0.15472,3.6001,-1.4606,0.24344,-1.384,-2.2711,-0.00048114,1.2027,2.6756,-2.4101,-5.5493,-0.73307,-2.0949,0.045226,-3.1423,-1.7745,2.6325,-1.3861,-0.70954,-0.51996,0.07492,3.3699,-2.4674,-0.56655,-0.040663,0.43935,1.5873,0.060391,3.4111,1.8578,-3.9837,-2.4446,-5.1152,2.0079,0.05377,-3.5366,-1.1147,1.356,0.40955,0.068128,1.0891,-1.8108,2.6756,4.0532,0.77357,-1.2645,-0.071648,0.43841,0.25095,2.3374,-1.5884,0.64575,0.57134,4.8812,-1.5462,-0.48269,0.19178,-1.9933,-0.81379,3.4154,-1.451,0.47227,-1.709,-2.9527,0.87142,1.9965,1.9736,0.04669,1.5507,3.7837,-0.6071,-0.85416,-3.336,0.17576,1.3314,1.3057,-3.8483,0.16773,3.2258,4.3752,-5.7843,0.23638,0.37169,2.3004,0,2.5109,-1.5349,1.1293,0.17227,-0.74962,0.37245,3.8374
-2.164,1.2376,-2.1701,-1.3546,-3.0204,0.59448,-2.3986,-1.1736,0.092972,0.71905,-2.1437,3.0883,0.90176,0,4.0712,1.3513,1.2582,-0.71446,0,0.039276,-1.362,0,1.2879,-2.3076,-0.043407,0.45532,3.8831,0.32408,-4.0725,0.077966,2.3753,0.95814,0.68708,0.56029,3.0314,0.52307,-0.56332,0.09963,1.3839,-4.2946,2.3403,0.017761,0.22371,-1.2924,0.23818,0.0017301,0.38562,1.7003,0.39814,0.20527,-2.2471,-6.0233,-0.72151,1.9093,-0.04697,-1.6484,-1.159,2.4507,2.0129,0,3.3552,0.80731,0.001933,1.5089,-0.012877,1.2658,-1.0083,0.77348,0.096249,3.2945,-1.3561,0.26887,-1.3396,-2.0577,0.070878,1.2589,2.6068,-2.2669,-5.4552,-0.73796,-1.9803,0.15615,-2.9318,-1.6869,2.5264,-1.2839,-0.58261,-0.29192,0.025028,3.3511,-2.199,-0.47638,0,0.36053,1.4122,0.2102,3.2813,1.7886,-3.8511,-2.3351,-4.8551,1.9656,0.13741,-3.1065,-1.0448,1.3451,0.3523,0.23734,1.0042,-1.6502,2.5456,3.8193,0.90823,-1.1765,0,0.29996,0.10584,2.148,-1.417,0.5717,0.4735,4.6832,-1.4857,-0.4526,0.12823,-1.8585,-0.52011,3.3813,-1.2842,0.40641,-1.5344,-2.8956,0.52153,1.6856,1.7269,0,1.4718,3.5403,-0.54123,-0.74187,-3.1029,0.15366,1.2954,1.1616,-3.6593,0.16293,3.2111,4.2048,-5.5772,0.18353,0.2798,1.6366,-0.04873,2.4332,-1.3688,1.0919,0.08763,-0.69176,0.47451,3.7089
-2.056,1.1125,-1.975,-1.2601,-2.9099,0.69706,-2.1356,-0.9149,0.21133,0.74775,-2.053,3.0126,0.86079,0.031814,3.9072,1.3519,1.1657,-0.70226,0.00055536,0.10069,-1.2576,0.14298,1.1897,-1.9233,0.046937,0.44922,3.777,0.29552,-3.8876,0.15017,2.1094,0.9019,0.69926,0.51328,2.8663,0.45014,-0.48916,0,1.2198,-4.0093,2.2412,0,0.36343,-1.2888,0.29469,0,0.25866,1.5586,0.35591,0.14841,-2.1165,-5.7811,-0.60559,1.8469,-0.035215,-1.5807,-1.0189,2.2835,1.9206,-0.10235,3.0901,0.78073,0.073639,1.4947,-0.016445,1.1403,-0.72254,0.80477,0.043949,3.0322,-1.2055,0.20947,-1.2729,-1.8612,0.18988,1.272,2.4871,-2.1322,-5.2895,-0.67539,-1.9021,0.22028,-2.7337,-1.6249,2.4494,-1.1654,-0.43935,-0.02404,0,3.3375,-1.9797,-0.44293,0.068298,0.23268,1.2175,0.42195,3.1783,1.7135,-3.5997,-2.2234,-4.6133,1.8822,0.23118,-2.7092,-0.95721,1.3391,0.2891,0.47368,0.93008,-1.5662,2.2814,3.6517,0.96882,-1.077,0.12223,0.15965,0,2.0369,-1.3037,0.39401,0.30162,4.4696,-1.4612,-0.42725,0.089687,-1.7252,-0.2152,3.3092,-1.1152,0.34326,-1.3749,-2.8024,0.2106,1.3621,1.4455,0.034905,1.389,3.2926,-0.45269,-0.63026,-2.9035,0.1157,1.2445,1.0335,-3.4442,0.11148,3.1663,3.9842,-5.2712,0.15836,0.17022,1.0468,-0.046859,2.3555,-1.2718,1.0726,0.028297,-0.6244,0.54729,3.5088
-1.9128,0.9155,-1.7484,-1.1471,-2.806,0.77137,-1.9078,-0.75218,0.32129,0.78931,-1.9719,2.9418,0.83075,0.12851,3.7145,1.3619,1.0501,-0.6977,0.029829,0.17198,-1.124,0.29852,1.0771,-1.54,0.095884,0.37407,3.6643,0.26564,-3.6784,0.2035,1.8461,0.81816,0.71499,0.46583,2.6999,0.40756,-0.3882,-0.044692,1.0626,-3.7345,2.0996,0.03827,0.47258,-1.2554,0.2716,0.038968,0.17753,1.4863,0.30311,0.089458,-1.9667,-5.4387,-0.52869,1.7164,0.012585,-1.4966,-0.95521,2.0408,1.797,-0.14249,2.8706,0.73681,0.1605,1.5004,0,1.0228,-0.47055,0.81065,0.0093725,2.8325,-1.0132,0.1045,-1.1768,-1.6706,0.31777,1.2324,2.3093,-1.9939,-5.0165,-0.55185,-1.8471,0.22978,-2.5461,-1.5671,2.3875,-1.0232,-0.30911,0.24607,0.0085549,3.301,-1.7966,-0.43763,0.15517,0.09957,1.0316,0.65666,3.0876,1.6308,-3.2499,-2.0974,-4.3823,1.7499,0.30973,-2.3922,-0.85677,1.3187,0.24472,0.72223,0.86678,-1.5384,1.9069,3.5056,0.94676,-0.96467,0.26391,0.051484,-0.052457,2.0068,-1.2307,0.16944,0.12049,4.2181,-1.4436,-0.4149,0.077997,-1.5885,0.069293,3.1707,-0.9478,0.29142,-1.2455,-2.6587,0,1.1034,1.1994,0.13398,1.3086,3.0458,-0.35744,-0.53414,-2.7226,0.089081,1.1911,0.93993,-3.1978,0.046871,3.0644,3.7271,-4.8768,0.14764,0.067582,0.68431,-0.020655,2.2612,-1.2238,1.0543,0,-0.54269,0.59008,3.2787
-1.7399,0.69969,-1.4935,-1.0308,-2.6911,0.77668,-1.7248,-0.68197,0.39647,0.82819,-1.8734,2.8751,0.80479,0.28165,3.4998,1.3471,0.92205,-0.68855,0.079698,0.24098,-0.98412,0.4318,0.97086,-1.2005,0.10474,0.26531,3.5303,0.24126,-3.4428,0.23392,1.6169,0.71949,0.72922,0.43053,2.5506,0.42444,-0.2779,-0.033336,0.93732,-3.4557,1.9185,0.12093,0.52863,-1.174,0.18118,0.12928,0.17727,1.4859,0.2564,0.038178,-1.8148,-5.0097,-0.47051,1.5341,0.070282,-1.3975,-0.97006,1.7508,1.6523,-0.12184,2.7133,0.69758,0.22851,1.5075,0.040128,0.92494,-0.28191,0.79256,0,2.6997,-0.80881,0,-1.0512,-1.4807,0.4148,1.1517,2.0871,-1.8465,-4.646,-0.40546,-1.7985,0.19574,-2.368,-1.4987,2.3304,-0.85439,-0.21684,0.47734,0.051406,3.2381,-1.6386,-0.43859,0.24837,0,0.89666,0.87567,2.9981,1.5394,-2.8478,-1.9506,-4.1555,1.58,0.36306,-2.1714,-0.74788,1.2744,0.22917,0.92513,0.82208,-1.536,1.5109,3.348,0.86021,-0.84773,0.39937,0,-0.061402,2.0428,-1.1801,0,0,3.9402,-1.4079,-0.41444,0.085003,-1.4432,0.30508,2.9592,-0.79259,0.25941,-1.1576,-2.4705,-0.094231,0.96536,1.0169,0.26584,1.2423,2.8158,-0.26874,-0.47095,-2.5487,0.093618,1.1522,0.88387,-2.9296,0,2.9056,3.4536,-4.4328,0.14117,0,0.5278,0.0024665,2.1534,-1.1965,1.0264,-0.0016623,-0.4494,0.59813,3.0693
-0.15822,0.2096,0.022447,-0.40343,-1.2342,0.65583,-0.36567,-0.044211,0.28654,0.35566,-0.84011,1.8171,0.331,0.46925,1.3414,0.93726,0.39618,-0.40305,0.23223,0.15503,-0.46735,-0.11279,0.41038,0.42023,0.20456,0.12378,1.6447,0.16084,-1.513,0.061716,0.53152,0.23227,0.84818,0.11374,0.89652,0.059641,0.031297,0.48192,0.3106,-1.4494,1.0903,0.21365,0.42371,0.34552,0.11689,0.19687,0,0.44542,0.024702,0,-0.76574,-2.5039,0.57457,0.69734,0.47833,-0.29125,-0.63646,0.8576,0.73226,0.66325,0.94413,0.27266,0.53128,0.90898,0.0815,0.3368,0.19356,0.55552,0.022812,0.85731,-0.25937,0.64503,-0.23636,0.18295,0.54209,1.0954,1.0239,-0.041448,-2.5579,0.2256,-1.1516,0.11568,-1.0431,-0.7106,0.99864,-0.1364,-0.0061268,1.1687,0.19981,1.8606,0.41808,0.35433,0.082715,0.32826,0.20544,1.239,1.7035,0.70695,-1.1938,-0.82081,-2.495,0.71252,0.48447,-0.69826,0.12093,0.6272,0.048306,1.0617,0.23766,-0.8666,0.62416,1.4704,1.461,-0.29873,-0.16085,0.061647,0.24095,0.60083,-0.43578,0.1997,0.28178,1.6266,-0.74634,-0.36151,-0.043754,-0.51613,1.0024,1.5423,-0.05618,0.031223,-0.32995,-1.2702,0.44969,0.18727,0.26504,0.46765,0.82919,0.9951,0.12413,0.090904,-0.98309,-0.0031788,0.37306,0.35774,-1.2642,0.36073,1.3113,1.4862,-2.2685,0,0.019539,0,0.3258,0.87519,-0.18158,0.55558,0.068904,-0.044568,0.61999,1.1268
0.68037,0,0.75416,-0.077964,-0.43515,0.47861,0.22394,0.076029,0.21906,0.083373,-0.23847,1.2866,0.098656,0.63502,0.34018,0.61326,0.11741,-0.19939,0.34994,0.15884,-0.16811,-0.36078,0.10765,1.1051,0.1911,0.031421,0.74929,0.083223,-0.51448,0,0.090048,0.030681,0.86739,0,0.17526,0,0.23391,0.78,0.04155,-0.52447,0.52148,0.34475,0.28141,1.1821,0.048817,0.30265,0.066529,0.017028,0,0.038383,-0.20995,-1.0725,1.0666,0.20258,0.62394,0.30163,-0.49717,0.32883,0.24207,1.1384,0.1848,0.067868,0.67345,0.53405,0.26103,0.071132,0.34091,0.44153,0.062506,0.13083,-0.011677,0.96973,0.22635,0.9133,0.51528,0.96999,0.38311,0.96438,-1.3511,0.47763,-0.82027,0.046806,-0.36114,-0.29241,0.28352,0.25399,0.077537,1.3835,0.28548,1.1721,1.2812,0.73002,0.047803,0.53558,0,1.3693,1.0651,0.3214,-0.16787,-0.1779,-1.7012,0.2327,0.50314,-0.055871,0.55227,0.26577,0,1.0619,-0.00079939,-0.51899,0.16084,0.5562,1.5966,0.042407,-0.32989,0.16058,0.40953,0.053169,-0.17419,0.40562,0.44125,0.47986,-0.33551,-0.26817,-0.035338,-0.015228,1.1805,0.75131,0.24312,0,0.0093023,-0.57434,0.75131,0,0,0.62315,0.60925,0.21867,0.32666,0.30136,-0.20948,0,0.042735,0.081367,-0.38309,0.61176,0.42221,0.46148,-1.0048,0.013719,0.14807,0.098537,0.51081,0.24697,0.30097,0.28954,0.1821,0.21978,0.47495,0.21811
